"area","area_code","category","flow_score","traffic_score","consumer_score","dead_time","dead_gap","dead_gap_count","dead_gap_score","active_time_count","inactive_time","incomplete_time","analysis_available","analysis_status","twin_name","similarity","twin_conversion","similarity_definition"
"성신여대입구역 7번",3110301,"한식음식점",88.43159065628477,81.93832599118943,88.43159065628477,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","정릉우체국",86.56145717463848,91.10122358175751,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성신여대입구역 7번",3110301,"분식전문점",11.369509043927648,68.7041564792176,11.369509043927648,"06~11",92.24376731301939,54.15570381701701,92.24376731301939,4,"00~06,21~24","",TRUE,"분석 가능","가산동우체국",87.41925064599482,93.54005167958657,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성신여대입구역 7번",3110301,"호프-간이주점",66.93386773547094,73.39805825242719,66.93386773547094,"뚜렷한 DEAD TIME 없음",0,0,0,4,"06~11","",TRUE,"분석 가능","수유역 2번",90.84418837675351,73.94789579158316,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성신여대입구역 7번",3110301,"커피-음료",30.988023952095805,78.60262008733623,30.988023952095805,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","가산동우체국",90.07297904191617,36.227544910179645,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 8번",3110302,"한식음식점",83.31479421579533,15.748898678414097,83.31479421579533,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","동구여중",86.77002224694105,97.44160177975529,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 8번",3110302,"분식전문점",60.20671834625323,6.112469437652812,60.20671834625323,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","한성대입구역 5번",89.30878552971576,60.72351421188631,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 8번",3110302,"호프-간이주점",98.99799599198397,6.019417475728155,98.99799599198397,"뚜렷한 DEAD TIME 없음",0,0,0,3,"06~11,11~14","",TRUE,"분석 가능",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 8번",3110302,"커피-음료",68.26347305389223,10.771470160116449,68.26347305389223,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","사당5동주민센터",86.90119760479043,92.36526946107784,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성신여대입구역 1번",3110303,"한식음식점",43.49276974416018,75.55066079295155,43.49276974416018,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","동묘앞역 2번",87.62513904338154,58.509454949944384,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성신여대입구역 1번",3110303,"호프-간이주점",18.03607214428858,64.27184466019418,18.03607214428858,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","수유초등학교",87.374749498998,49.298597194388776,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성신여대입구역 1번",3110303,"커피-음료",16.317365269461078,70.88791848617177,16.317365269461078,"11~14",90.70464767616193,1906.358198945758,90.70464767616193,5,"","",TRUE,"분석 가능","중앙대학교",91.65419161676647,88.77245508982035,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"성신여대입구역 1번",3110303,"편의점",25.449871465295633,57.75,25.449871465295633,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","중앙대학교",88.8978149100257,91.77377892030847,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 4번",3110304,"한식음식점",43.82647385984427,64.97797356828194,43.82647385984427,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","상왕십리역 3번",87.64599555061179,68.07563959955506,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 4번",3110304,"커피-음료",54.49101796407185,60.55312954876274,54.49101796407185,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","서강대역 1번",85.45097305389223,65.71856287425149,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 4번",3110304,"편의점",89.20308483290489,43.75,89.20308483290489,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","쌍문역1번(쌍리단길)",85.74871465295631,99.48586118251927,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 5번",3110305,"한식음식점",20.02224694104561,93.72246696035242,20.02224694104561,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","광진구청",93.78476084538376,38.37597330367075,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 5번",3110305,"호프-간이주점",77.15430861723446,90.29126213592234,77.15430861723446,"뚜렷한 DEAD TIME 없음",0,0,0,2,"06~11,11~14,14~17","",TRUE,"분석 가능","선정릉역 4번",86.84869739478958,87.17434869739479,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"보문역 5번",3110305,"커피-음료",27.844311377245507,91.99417758369724,27.844311377245507,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","효창공원앞역 2번",91.43899700598801,41.91616766467065,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"미아초등학교",3110306,"호프-간이주점",69.53907815631263,3.8834951456310676,69.53907815631263,"뚜렷한 DEAD TIME 없음",0,0,0,1,"06~11,11~14,14~17,17~21","",TRUE,"분석 가능","덕의초등학교",86.32264529058116,71.34268537074149,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"미아초등학교",3110306,"커피-음료",24.70059880239521,7.5691411935953425,24.70059880239521,"21~24",91.18165784832452,192.1760192291448,91.18165784832452,5,"00~06","",TRUE,"분석 가능","홍은종합사회복지관",91.73839820359282,85.77844311377245,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"길음역 7번",3110307,"한식음식점",2.1134593993325916,48.56828193832599,2.1134593993325916,"06~11",100,1026.4343469246805,100,5,"","",TRUE,"분석 가능","상계역",88.17436040044494,78.30923248053394,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"길음역 7번",3110307,"호프-간이주점",33.66733466933868,32.81553398058252,33.66733466933868,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","개봉역",86.93637274549098,44.68937875751503,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"길음역 8번",3110308,"한식음식점",54.2825361512792,58.920704845814974,54.2825361512792,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","수유동우체국",87.31229143492769,88.2091212458287,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"길음역 8번",3110308,"분식전문점",10.077519379844961,42.298288508557455,10.077519379844961,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","영신여고",81.99289405684755,48.57881136950905,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"길음역 8번",3110308,"커피-음료",55.688622754491014,53.85735080058224,55.688622754491014,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","계상초등학교",84.0943113772455,59.4311377245509,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"대광초등학교",3110309,"커피-음료",44.01197604790419,27.802037845705968,44.01197604790419,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","경신고등학교",88.43562874251496,44.31137724550898,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 2번",3110312,"한식음식점",81.86874304783093,42.951541850220266,81.86874304783093,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","한영중고",82.94632925472747,85.98442714126807,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 2번",3110312,"분식전문점",59.43152454780362,25.4278728606357,59.43152454780362,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","솔밭공원역 1번",85.12596899224806,90.18087855297158,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 2번",3110312,"호프-간이주점",82.56513026052104,26.407766990291265,82.56513026052104,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","가산디지털단지역 1번 출입구",83.96793587174349,86.57314629258516,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 2번",3110312,"커피-음료",89.82035928143712,35.516739446870446,89.82035928143712,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","한영중고",83.39258982035929,92.21556886227546,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 2번",3110312,"편의점",19.02313624678663,19.75,19.02313624678663,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","종암중학교",84.41516709511568,41.131105398457585,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 3번",3110313,"한식음식점",33.9265850945495,89.64757709251101,33.9265850945495,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","광운대역 1번",85.34482758620689,48.60956618464961,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 3번",3110313,"분식전문점",40.05167958656331,81.66259168704157,40.05167958656331,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","광운대역 1번",84.67377260981912,64.59948320413437,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 3번",3110313,"호프-간이주점",10.02004008016032,84.27184466019418,10.02004008016032,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","외대앞역 1번",82.96593186372745,14.228456913827655,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 3번",3110313,"커피-음료",73.20359281437125,87.33624454148472,73.20359281437125,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","광운대역 1번",85.51646706586826,78.74251497005989,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"안암역 3번",3110313,"편의점",11.053984575835475,81.25,11.053984575835475,"06~11",94.85861182519281,17759.19249711032,94.85861182519281,5,"","",TRUE,"분석 가능","덕성여대시반거리",82.6478149100257,65.03856041131105,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암경찰서",3110314,"한식음식점",32.36929922135706,57.048458149779734,32.36929922135706,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","대흥역 3번",89.01557285873191,46.60734149054505,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암경찰서",3110314,"분식전문점",69.25064599483204,40.58679706601467,69.25064599483204,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","대흥역 3번",87.19315245478036,70.80103359173127,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암경찰서",3110314,"호프-간이주점",77.35470941883767,41.16504854368932,77.35470941883767,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","옥수역 6번",82.75300601202404,87.374749498998,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암경찰서",3110314,"커피-음료",86.97604790419162,51.67394468704513,86.97604790419162,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","방학역 2번",86.44273952095809,88.47305389221557,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암아이파크2차",3110315,"한식음식점",5.116796440489433,87.22466960352423,5.116796440489433,"06~11",93.02857142857142,461.99535090549796,93.02857142857142,5,"","",TRUE,"분석 가능","방배아이파크아파트",85.05978865406007,89.9888765294772,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암아이파크2차",3110315,"분식전문점",44.44444444444444,77.75061124694376,44.44444444444444,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","방배아이파크아파트",82.76808785529715,82.94573643410853,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암아이파크2차",3110315,"커피-음료",73.80239520958084,84.57059679767104,73.80239520958084,"뚜렷한 DEAD TIME 없음",0,0,0,4,"00~06,21~24","",TRUE,"분석 가능","새남터성지",81.47455089820359,77.9940119760479,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"숭곡초등학교",3110316,"한식음식점",9.232480533926585,97.90748898678414,9.232480533926585,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","장안근린공원",89.27280311457174,77.30812013348165,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"숭곡초등학교",3110316,"분식전문점",58.656330749354005,95.354523227383865,58.656330749354005,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","남구로역 3번",86.88630490956074,74.16020671834626,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"숭곡초등학교",3110316,"호프-간이주점",87.5751503006012,96.50485436893203,87.5751503006012,"뚜렷한 DEAD TIME 없음",0,0,0,4,"06~11","",TRUE,"분석 가능","수락산역 4번",82.21442885771543,97.39478957915831,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"숭곡초등학교",3110316,"커피-음료",63.772455089820355,97.23435225618631,63.772455089820355,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","수락산역 4번",88.37949101796407,79.64071856287424,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암중학교",3110317,"한식음식점",83.53726362625139,55.2863436123348,83.53726362625139,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","청계천박물관",84.00305895439377,94.54949944382648,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암중학교",3110317,"커피-음료",86.22754491017965,49.927219796215425,86.22754491017965,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","보인중학교",81.47455089820359,93.8622754491018,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암중학교",3110317,"편의점",41.131105398457585,34,41.131105398457585,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","홍대부속여중고앞",84.36696658097686,70.95115681233933,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"KT월곡지사",3110318,"한식음식점",62.736373748609566,87.00440528634361,62.736373748609566,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","용마문화복지센터",85.98442714126809,84.20467185761957,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암동주민센터",3110319,"한식음식점",40.934371523915466,81.82819383259911,40.934371523915466,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","신정롯데캐슬아파트",89.4674638487208,43.159065628476085,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암동주민센터",3110319,"분식전문점",30.23255813953488,68.45965770171149,30.23255813953488,"뚜렷한 DEAD TIME 없음",0,0,0,4,"00~06,06~11","",TRUE,"분석 가능","신정롯데캐슬아파트",90.0032299741602,78.0361757105943,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암동주민센터",3110319,"호프-간이주점",67.13426853707415,73.20388349514563,67.13426853707415,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","수락산역 4번",86.89879759519037,97.39478957915831,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"종암동주민센터",3110319,"커피-음료",6.736526946107785,78.4570596797671,6.736526946107785,"06~11",99.23312883435584,201.60283737133125,99.23312883435584,4,"00~06,21~24","",TRUE,"분석 가능","신정롯데캐슬아파트",88.43562874251496,43.862275449101794,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"KB국민은행 종암동지점",3110320,"한식음식점",73.85984427141268,9.361233480176212,73.85984427141268,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","혜화동주민센터",89.70383759733038,80.64516129032258,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"장위1동주민센터",3110322,"한식음식점",63.84872080088988,56.6079295154185,63.84872080088988,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","상도4동주민센터",93.777808676307,86.20689655172413,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"장위1동주민센터",3110322,"호프-간이주점",31.462925851703403,40.77669902912621,31.462925851703403,"뚜렷한 DEAD TIME 없음",0,0,0,3,"06~11,11~14","",TRUE,"분석 가능","국립정신건강센터",92.19689378757515,93.78757515030061,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 1번",3110323,"한식음식점",35.37263626251391,79.62555066079295,35.37263626251391,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","숭실대입구역 4번",90.84399332591768,57.17463848720801,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 1번",3110323,"분식전문점",25.581395348837212,64.79217603911981,25.581395348837212,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","숭실대입구역 4번",88.63049095607235,57.622739018087856,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 1번",3110323,"호프-간이주점",76.35270541082164,70.09708737864078,76.35270541082164,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","한성대입구역 3번",81.187374749499,86.77354709418837,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 1번",3110323,"커피-음료",70.95808383233533,75.69141193595343,70.95808383233533,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","4.19민주묘지역 2번",88.86601796407186,88.92215568862275,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"장곡초등학교",3110325,"한식음식점",54.50500556173527,65.30837004405286,54.50500556173527,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","쌍문2동우체국",88.08398220244716,68.63181312569522,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"장곡초등학교",3110325,"분식전문점",80.36175710594316,49.38875305623472,80.36175710594316,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","미아역 5번",85.91731266149871,95.34883720930233,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"장곡초등학교",3110325,"호프-간이주점",54.90981963927856,51.262135922330096,54.90981963927856,"14~17",95.20697167755992,147.74926177744487,95.20697167755992,3,"06~11,11~14","",TRUE,"분석 가능","천호공원(해공체육문화센터)",89.87975951903809,74.9498997995992,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"장곡초등학교",3110325,"편의점",74.80719794344472,44,74.80719794344472,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","당고개역 5번",87.08226221079691,89.46015424164524,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 2번",3110327,"한식음식점",53.39265850945495,86.45374449339207,53.39265850945495,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","돌곶이역 8번",90.5241935483871,82.64738598442715,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 2번",3110327,"커피-음료",44.16167664670659,83.84279475982532,44.16167664670659,"21~24",96.11992945326278,413.42573482343255,96.11992945326278,5,"00~06","",TRUE,"분석 가능","영신초등학교",89.74550898203593,87.27544910179641,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 3번",3110328,"한식음식점",21.69076751946607,62.66519823788547,21.69076751946607,"17~21",96.32925472747496,1239.9835354192844,96.32925472747496,5,"","",TRUE,"분석 가능","한성대입구역 5번",90.7119021134594,21.913236929922135,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 3번",3110328,"커피-음료",51.646706586826355,57.933042212518195,51.646706586826355,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","보문역 8번",91.82260479041916,68.26347305389223,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"상월곡역 3번",3110328,"편의점",55.012853470437015,41.5,55.012853470437015,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","쌍문역1번(쌍리단길)",87.05012853470437,99.48586118251927,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"우리은행체육관",3110329,"한식음식점",56.729699666295886,58.25991189427313,56.729699666295886,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","석관중앙교회",88.76529477196885,68.29810901001112,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"우리은행체육관",3110329,"호프-간이주점",19.438877755511022,42.71844660194174,19.438877755511022,"뚜렷한 DEAD TIME 없음",0,0,0,4,"06~11","",TRUE,"분석 가능","장위1동주민센터",89.95490981963928,31.462925851703403,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 1번",3110330,"한식음식점",41.490545050055616,61.67400881057269,41.490545050055616,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","상왕십리역 3번",87.15934371523916,68.07563959955506,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 1번",3110330,"호프-간이주점",52.104208416833664,46.213592233009706,52.104208416833664,"뚜렷한 DEAD TIME 없음",0,0,0,3,"06~11,11~14","",TRUE,"분석 가능","청구역 1번",87.5501002004008,67.53507014028057,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 1번",3110330,"커피-음료",29.94011976047904,56.91411935953421,29.94011976047904,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","쌍문역1번(쌍리단길)",89.01571856287424,99.7005988023952,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 8번",3110331,"한식음식점",82.64738598442715,70.81497797356829,82.64738598442715,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","용마문화복지센터",85.37958843159066,84.20467185761957,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 8번",3110331,"분식전문점",NA,55.501222493887525,NA,"뚜렷한 DEAD TIME 없음",0,0,0,0,"","00~06,06~11,11~14,14~17,17~21,21~24",FALSE,"활동 또는 관측 근거 부족",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 8번",3110331,"호프-간이주점",97.59519038076152,58.05825242718446,97.59519038076152,"뚜렷한 DEAD TIME 없음",0,0,0,2,"06~11,11~14,14~17","",TRUE,"분석 가능","보라매역 6번",83.96793587174349,98.39679358717434,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 8번",3110331,"커피-음료",68.7125748502994,65.93886462882097,68.7125748502994,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","연신내역 7번",89.09056886227546,76.79640718562875,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 3번",3110332,"한식음식점",93.65962180200222,35.352422907488986,93.65962180200222,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","황학코아루아파트",85.13626251390434,94.9944382647386,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 5번",3110333,"한식음식점",87.65294771968854,39.09691629955947,87.65294771968854,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","행당역 2번",83.99610678531701,92.43604004449388,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 5번",3110333,"분식전문점",33.33333333333333,22.249388753056234,33.33333333333333,"11~14",95.32467532467533,652.672102211998,95.32467532467533,4,"06~11","",TRUE,"분석 가능","상왕십리역 3번",87.70994832041343,72.09302325581395,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 5번",3110333,"호프-간이주점",96.39278557114228,23.106796116504853,96.39278557114228,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","보문역 8번",82.27705410821645,98.99799599198397,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"돌곶이역 5번",3110333,"커피-음료",47.90419161676647,32.02328966521107,47.90419161676647,"뚜렷한 DEAD TIME 없음",0,0,0,5,"00~06","",TRUE,"분석 가능","서울여자간호대학교",90.40980538922156,57.18562874251497,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석관중앙교회",3110334,"한식음식점",68.29810901001112,89.97797356828194,68.29810901001112,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","송중동주민센터",86.99944382647386,71.52391546162403,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석계역 7번",3110335,"한식음식점",37.37486095661847,90.19823788546255,37.37486095661847,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","경춘선숲길 우측",89.293659621802007,38.70967741935484,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석계역 7번",3110335,"분식전문점",2.842377260981912,82.15158924205379,2.842377260981912,"14~17",97.66233766233766,326.3296340855187,97.66233766233766,4,"00~06,06~11","",TRUE,"분석 가능","성신여대입구역 7번",85.85271317829456,11.369509043927648,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석계역 7번",3110335,"호프-간이주점",5.61122244488978,85.04854368932038,5.61122244488978,"11~14",100,2045.3502548367123,100,5,"","",TRUE,"분석 가능","메가박스 상봉",88.47695390781564,91.58316633266533,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석계역 7번",3110335,"커피-음료",98.65269461077844,87.91848617176127,98.65269461077844,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","남강고등학교(남강중학교)",85.20770958083833,100,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석계역 7번",3110335,"편의점",97.68637532133675,82,97.68637532133675,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능",NA,NA,NA,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석관고등학교",3110336,"한식음식점",72.63626251390434,26.982378854625548,72.63626251390434,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","난향초등학교",87.38181312569522,87.98665183537263,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"석관고등학교",3110336,"호프-간이주점",2.404809619238477,13.009708737864079,2.404809619238477,"17~21",97.38955823293173,173.05287036660556,97.38955823293173,5,"","",TRUE,"분석 가능","혜원여고",87.29959919839679,94.98997995991984,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"아카데미하우스",3110337,"한식음식점",88.65406006674083,33.70044052863436,88.65406006674083,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","대림1동주민센터",88.54282536151278,91.43492769744161,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"아카데미하우스",3110337,"커피-음료",78.2934131736527,27.074235807860266,78.2934131736527,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","구로4동주민센터",84.87088323353294,94.76047904191617,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"국립4.19민주묘지",3110339,"한식음식점",74.74972191323694,1.1013215859030838,74.74972191323694,"뚜렷한 DEAD TIME 없음",0,0,0,5,"","",TRUE,"분석 가능","금강수목원아파트",86.00528364849833,79.64404894327029,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"국립4.19민주묘지",3110339,"호프-간이주점",11.823647294589177,0.5825242718446602,11.823647294589177,"14~17",90.41394335511983,86.1806759463446,90.41394335511983,4,"11~14","",TRUE,"분석 가능","의릉",86.97394789579158,61.923847695390776,"100 - 16개 상권특성의 평균 절대 백분위 차이"
"인수중학교",3110340,"한식음식점",0.33370411568409347,23.017621145374452,0.33370411568409347,"06~11",98.28571428571429,146.1037870030502,98.28571428571429,5,"","",TRUE,"분석 가능","영천시장입구",90.21134593993327,40.48943270300334,"100 - 16개 상권특성의 평균 절대 백분위 차이"
